holder_id,gross_interest_reported,first_name,last_name,nino,date_of_birth,address_line_1,town,postcode
H0003401,5003.49,Eleanor,Chowdhury,RR320556B,1943-08-13,113 Fenwick Street,Nottingham,NG29 5TA
H0003402,2603.14,Sanjay,Kaur,ZA793127C,1979-05-28,162 Granby Row,Sheffield,S5 9AD
H0003403,6238.6,Yusuf,Doyle,SW122689D,1995-04-06,28 Hollybank Avenue,Glasgow,G24 5JL
H0003404,3401.14,Hamish,Pemberton,YN418916B,1941-02-26,204 Ivywood Crescent,Manchester,M4 7PS
H0003405,627.85,Quentin,Okonkwo,TY956070C,1953-05-10,125 Cathedral Close,Norwich,NR11 3UE
H0003406,3234.55,William,Sinclair,KW173768B,2000-05-26,118 Ivywood Crescent,Newcastle upon Tyne,NE38 9HQ
H0003407,3587.05,Priya,Mensah,AP401155A,1946-01-22,193 Dovecote Lane,Leeds,LS7 8WF
H0003408,29.36,Lucy,Doyle,BA647357A,1988-03-25,148 Fenwick Street,Birmingham,B30 4QR
H0003409,40.38,Verity,Hargreaves,XJ322271C,1950-10-19,113 Jubilee Terrace,Bristol,BS18 1GF
H0003411,670.59,Brian,Rahman,MZ545515B,1963-04-29,163 Alder Way,Nottingham,NG5 2PW
H0003412,2464.45,Farid,Chowdhury,EJ312671C,1980-03-22,232 Hollybank Avenue,Birmingham,B3 6GR
H0003413,2323.06,Grace,Mensah,JP810681A,1958-01-05,16 Ivywood Crescent,Sheffield,S39 2BR
H0003414,1167.89,Jaspreet,Thackeray,ME003999B,1982-11-23,215 Bramley Road,Birmingham,B20 6PQ
H0003415,3953.38,Farid,Jenkins,ZE742975A,1943-02-18,66 Eastgate,Birmingham,B8 5YX
H0003416,2347.96,Kwame,Xu,RM164623C,2000-09-03,95 Alder Way,Glasgow,G40 9WQ
H0003417,85.41,Kwame,Kaur,LJ620145D,1955-01-20,185 Jubilee Terrace,Norwich,NR4 9BL
H0003418,964.94,Brian,Abbott,AL472427D,1956-05-22,216 Bramley Road,Leeds,LS25 4JA
H0003419,281.71,Tara,Xu,ZM981570A,2004-09-14,89 Dovecote Lane,Manchester,M26 2HH
H0003420,3876.64,Rosalind,Chowdhury,OL139633C,1997-01-02,225 Eastgate,Bristol,BS3 5PP
H0003421,925.3,Xiuying,Hargreaves,LX080715B,1993-08-05,1 Alder Way,Manchester,M2 3QF
H0003422,48.02,Xiuying,Iqbal,LN907762D,1965-03-22,196 Granby Row,Birmingham,B26 5TZ
H0003423,58.1,Hamish,Nowak,RJ480463C,1945-04-02,76 Alder Way,Leeds,LS40 7DZ
H0003424,1945.6,Imogen,Lindqvist,OM666885D,1979-04-03,111 Jubilee Terrace,Nottingham,NG13 5FP
H0003425,288.44,Verity,Sinclair,XY122573C,2001-11-16,27 Eastgate,Sheffield,S34 1BR
H0003426,2134.05,Kwame,Rahman,GK062084B,1992-04-30,150 Alder Way,Sheffield,S31 6ZU
H0003427,4776.37,Aisha,Xu,ZR767914B,1969-11-11,137 Bramley Road,Sheffield,S33 9PA
H0003428,6108.94,Farid,Doyle,ON250286D,1967-04-04,86 Dovecote Lane,Sheffield,S32 7BQ
H0003429,226.68,Oluwaseun,Thackeray,TJ743978B,1977-10-02,132 Eastgate,Norwich,NR3 6TA
H0003430,468.38,Eleanor,Rahman,JN565902D,2005-08-23,147 Eastgate,Sheffield,S1 4TR
H0003431,1336.09,Oluwaseun,Mensah,MN444104A,2003-07-08,172 Alder Way,Sheffield,S37 7PN
H0003432,791.56,Hamish,Zielinski,MC335318B,1942-03-29,123 Cathedral Close,Glasgow,G35 4AZ
H0003433,23.52,Sanjay,Xu,WY209290A,1971-12-05,189 Fenwick Street,Norwich,NR35 4US
H0003435,103.96,Sanjay,Sinclair,MY560137D,2002-05-02,164 Eastgate,Nottingham,NG33 2HZ
H0003436,1183.58,Yusuf,Whitfield,JB411480A,1980-05-25,222 Dovecote Lane,Sheffield,S24 9PX
H0003437,5324.2,Jaspreet,Sinclair,MN700052D,1972-06-09,160 Ivywood Crescent,Birmingham,B19 1JA
H0003438,1262.49,Xiuying,Jenkins,NA817073C,1969-01-02,207 Hollybank Avenue,Newcastle upon Tyne,NE12 3WW
H0003439,4697.03,Quentin,Sinclair,KX482256C,1957-04-25,4 Eastgate,Newcastle upon Tyne,NE6 2FU
H0003440,3917.05,Oluwaseun,Zielinski,LP787097A,1980-08-29,100 Eastgate,Sheffield,S28 8EG
H0003441,331.96,Kwame,Ubadike,SY347965B,1953-06-27,41 Bramley Road,Manchester,M30 2WH
H0003442,1072.27,Ualan,Bhatt,AW672912C,1993-01-18,63 Granby Row,Glasgow,G16 3ZH
H0003443,4254.92,Kwame,Gill,AN138988B,1981-11-11,35 Fenwick Street,Sheffield,S26 8GE
H0003444,248.0,Lucy,Thackeray,RB614940A,1998-08-25,140 Ivywood Crescent,Norwich,NR18 6TE
H0003445,978.8,Niamh,Kaur,TS651074A,1957-01-17,203 Granby Row,Leeds,LS40 2TA
H0003446,5613.72,Farid,Iqbal,PR160509C,1981-06-17,86 Dovecote Lane,Newcastle upon Tyne,NE10 1GY
H0003447,1733.94,Aisha,Vasquez,MN929399D,1988-07-08,153 Granby Row,Glasgow,G12 2HT
H0003449,1125.59,Hamish,Gill,MG007540A,1986-06-09,221 Dovecote Lane,Norwich,NR19 9RL
H0003450,810.58,Jaspreet,Xu,PA140691B,1985-06-18,200 Granby Row,Bristol,BS18 5RS
H0003451,671.86,Imogen,Gill,JZ480984D,1966-05-04,99 Cathedral Close,Glasgow,G18 6GJ
H0003452,7274.24,Hamish,Fitzgerald,OP633173D,2003-04-29,181 Cathedral Close,Bristol,BS32 8NY
H0003454,9.34,Lucy,Kaur,KB909592C,1960-09-17,60 Hollybank Avenue,Manchester,M21 1JL
H0003455,3262.35,Lucy,Okonkwo,GS476747D,1970-09-24,133 Eastgate,Newcastle upon Tyne,NE37 4TP
H0003456,1349.72,Brian,Pemberton,KC239055D,1983-09-07,91 Fenwick Street,Norwich,NR5 8PZ
H0003457,4337.06,Farid,Yates,AX474320B,1996-07-16,43 Jubilee Terrace,Bristol,BS9 7LX
H0003458,3797.57,Yusuf,Chowdhury,LR039825C,1956-04-13,183 Hollybank Avenue,Sheffield,S23 5RR
H0003459,3983.68,Priya,Ubadike,MJ743100D,1959-01-10,222 Cathedral Close,Newcastle upon Tyne,NE6 4HY
H0003460,163.01,Dev,Zielinski,ZT985790A,1956-10-12,143 Hollybank Avenue,Sheffield,
H0003461,3907.49,Imogen,Thackeray,GG468397A,1954-05-29,105 Ivywood Crescent,Sheffield,S26 7ZJ
H0003462,3607.24,Lucy,Ubadike,OC807023D,1981-10-30,209 Alder Way,Leeds,LS28 9XF
H0003464,6607.57,Zainab,Gill,JE503503A,2001-05-18,28 Ivywood Crescent,Nottingham,NG37 9WF
H0003465,1980.61,Rosalind,Lindqvist,ZN350165D,1998-01-18,102 Eastgate,Leeds,LS21 2FL
H0003466,3353.19,Hamish,Abbott,AN116562C,1973-02-12,184 Cathedral Close,Norwich,NR27 2LA
H0003467,1482.04,Eleanor,Mensah,YN097041B,1944-01-16,56 Ivywood Crescent,Leeds,LS38 2JF
H0003468,3790.82,Priya,Lindqvist,CE418573C,1956-01-16,209 Jubilee Terrace,Birmingham,B7 5EJ
H0003469,590.01,Farid,Mensah,CY410461A,1971-05-05,89 Fenwick Street,Norwich,NR36 7YD
H0003470,4501.79,Oluwaseun,Thackeray,SR852410C,1964-07-25,204 Fenwick Street,Cardiff,CF5 1EF
H0003471,5320.67,Jaspreet,Mensah,KP575341C,1945-06-12,50 Alder Way,Manchester,M29 3NL
H0003472,27.42,Ualan,Nowak,CC775476C,1947-07-26,30 Alder Way,Manchester,M40 5ST
H0003473,3419.09,Tara,Xu,YJ352315B,1966-05-04,3 Hollybank Avenue,Sheffield,S32 2PF
H0003476,1926.91,Lucy,Iqbal,TZ898932C,1987-03-02,85 Eastgate,Leeds,LS33 7SL
H0003477,145.47,Jaspreet,Jenkins,KY309288C,1969-03-20,59 Fenwick Street,Manchester,M34 8PN
H0003478,1885.31,Quentin,Iqbal,BC376607A,1988-11-19,144 Ivywood Crescent,Birmingham,B22 7RJ
H0003480,5.2,Sanjay,Zielinski,BZ306094A,1991-03-01,77 Ivywood Crescent,Manchester,M12 6PB
H0003481,1759.35,Xiuying,Yates,NC526790A,1945-02-09,116 Granby Row,Newcastle upon Tyne,NE15 9TD
H0003483,52.88,Quentin,Hargreaves,LL225002D,1956-02-14,229 Bramley Road,Cardiff,CF28 2AP
H0003484,486.35,Kwame,Jenkins,SR274806B,1960-12-23,41 Granby Row,Birmingham,B35 8RT
H0003485,2313.62,Dev,Yates,XG817138C,1943-09-11,61 Hollybank Avenue,Bristol,BS26 1HR
H0003486,3024.55,Hamish,Bhatt,CK284690A,1980-02-21,60 Dovecote Lane,Glasgow,G16 2JQ
H0003487,2710.91,Brian,Mensah,SH291310A,1972-09-10,82 Ivywood Crescent,Sheffield,
H0003488,3455.61,Imogen,Hargreaves,EA799174B,2000-09-06,75 Granby Row,Sheffield,S26 7YS
H0003489,1450.15,Rosalind,Thackeray,YE376543C,1972-01-04,113 Cathedral Close,Newcastle upon Tyne,NE38 6TY
H0003490,2484.31,Aisha,Nowak,WM637436D,1958-01-05,35 Alder Way,Cardiff,CF39 1TH
H0003492,7493.77,Jaspreet,Chowdhury,OJ334643D,1974-04-10,198 Fenwick Street,Newcastle upon Tyne,NE10 4NL
H0003493,92.41,Catherine,Chowdhury,TE256335A,1992-07-17,8 Dovecote Lane,Glasgow,G9 3UY
H0003494,3131.3,Lucy,Pemberton,MG047386A,1989-02-19,165 Hollybank Avenue,Bristol,BS35 4QG
H0003495,1213.45,Ualan,Thackeray,HN456182C,1969-11-12,99 Granby Row,Newcastle upon Tyne,NE21 1PZ
H0003496,2034.73,Aisha,Jenkins,JS134922B,2001-01-21,225 Jubilee Terrace,Leeds,LS24 1GT
H0003498,1922.7,Tara,Iqbal,XB248014A,1941-05-20,35 Ivywood Crescent,Sheffield,S30 6HB
H0003499,4884.96,Jaspreet,Iqbal,ZG413641B,1952-11-28,163 Cathedral Close,Bristol,BS10 9QL
H0003500,216.29,Kwame,Thackeray,NM948066B,1995-04-12,46 Hollybank Avenue,Leeds,LS24 1AS
H0003501,5015.83,Tara,Kaur,RG758672C,1964-01-16,6 Bramley Road,Cardiff,CF1 3GF
H0003502,946.07,Jaspreet,Okonkwo,YK323076D,1955-01-04,211 Eastgate,Norwich,NR32 7EZ
H0003503,6.11,Sanjay,Chowdhury,MN313932B,1984-11-27,30 Eastgate,Nottingham,NG4 6QU
H0003504,272.62,William,Whitfield,GL562939B,1983-09-05,124 Cathedral Close,Manchester,M11 7DS
H0003505,186.88,Verity,Abbott,OJ543229D,1941-06-02,80 Hollybank Avenue,Cardiff,CF10 4RW
H0003506,3336.57,Rosalind,Fitzgerald,YT246396B,1950-01-18,15 Eastgate,Leeds,LS1 2TW
H0003507,3900.53,Lucy,Xu,YB587799D,2003-07-16,50 Ivywood Crescent,Birmingham,B29 4UN
H0003508,2480.38,Lucy,Pemberton,XZ315002A,1991-09-25,180 Fenwick Street,Cardiff,CF16 5QQ
H0003509,3639.47,Niamh,Fitzgerald,AH135238C,1980-06-26,81 Granby Row,Norwich,NR40 9UF
H0003510,1255.64,William,Zielinski,LN149113C,1965-07-17,193 Ivywood Crescent,Birmingham,B36 6QJ
H0003511,41.94,Aisha,Gill,RZ341045C,1966-06-24,196 Granby Row,Birmingham,B13 3JA
H0003512,5143.79,Imogen,Mensah,YG238996A,1967-07-09,22 Fenwick Street,Birmingham,B6 6AZ
H0003513,69.5,Oluwaseun,Kaur,EZ847723D,1988-10-08,240 Jubilee Terrace,Newcastle upon Tyne,NE37 3ES
H0003515,464.99,Catherine,Mensah,MK342607A,1950-06-06,137 Fenwick Street,Newcastle upon Tyne,NE25 3DN
H0003517,325.0,Oluwaseun,Ubadike,GK767147A,1979-11-05,225 Granby Row,Glasgow,G28 9QS
H0003518,4781.85,Sanjay,Iqbal,AC679576D,1962-08-23,42 Jubilee Terrace,Cardiff,CF15 7WU
H0003519,281.73,Jaspreet,Nowak,XT338511D,1968-08-15,166 Ivywood Crescent,Bristol,BS19 2RD
H0003520,756.57,Verity,Chowdhury,WM443773B,1983-05-26,141 Bramley Road,Birmingham,B7 1YA
H0003521,3619.65,Verity,Okonkwo,NC945083C,1980-04-23,31 Dovecote Lane,Sheffield,S32 5JW
H0003522,6228.25,Yusuf,Whitfield,AZ712422C,1955-10-18,224 Alder Way,Newcastle upon Tyne,NE21 3RX
H0003523,5186.71,Lucy,Lindqvist,EP552287D,1963-07-31,63 Eastgate,Manchester,M34 7FS
H0003525,2484.22,Verity,Lindqvist,LA975603D,1950-05-09,110 Cathedral Close,Nottingham,NG35 7ZE
H0003526,1413.85,Eleanor,Zielinski,OC673813D,1949-09-06,210 Granby Row,Norwich,NR34 3YU
H0003527,28.42,Kwame,Eriksson,MC879759D,1984-04-25,206 Jubilee Terrace,Manchester,M7 5DX
H0003528,1241.69,Sanjay,Jenkins,LH180074C,1984-11-30,167 Alder Way,Leeds,LS28 4DJ
H0003529,4449.93,Priya,Doyle,MN637355C,1966-10-01,212 Dovecote Lane,Norwich,NR40 7SG
H0003530,1150.03,Priya,Fitzgerald,CM703470C,1940-09-17,199 Alder Way,Nottingham,NG7 5SD
H0003531,3014.16,Kwame,Nowak,JJ833304B,1968-09-07,183 Dovecote Lane,Newcastle upon Tyne,NE20 2FN
H0003532,3226.77,Ualan,Whitfield,GS003337B,1995-05-28,11 Hollybank Avenue,Birmingham,B22 2RJ
H0003533,4497.59,Mohammed,Pemberton,RJ133098A,1961-08-05,81 Dovecote Lane,Newcastle upon Tyne,NE31 9TA
H0003534,520.32,Catherine,Whitfield,PX614668B,2000-02-06,84 Jubilee Terrace,Leeds,LS1 6UZ
H0003535,3425.39,Hamish,Vasquez,JX410312B,1957-05-15,216 Granby Row,Nottingham,NG36 1BW
H0003536,2205.84,Brian,Okonkwo,MY365294D,1983-09-24,146 Granby Row,Manchester,M7 6BD
H0003537,9965.92,Farid,Pemberton,BY027147C,1971-01-01,230 Hollybank Avenue,Nottingham,NG5 2UH
H0003539,914.88,Oluwaseun,Rahman,GG450174A,2001-02-06,65 Dovecote Lane,Newcastle upon Tyne,NE8 3RZ
H0003540,6501.65,Imogen,Hargreaves,XJ680726C,,4 Cathedral Close,Leeds,LS14 8LZ
H0003541,1194.57,Eleanor,Okonkwo,OG588881C,1982-12-07,71 Bramley Road,Leeds,LS15 4LR
H0003542,2236.34,Tara,Kaur,OM350908B,1967-10-25,154 Bramley Road,Birmingham,B2 4GY
H0003543,1722.92,Dev,Okonkwo,RX060552C,1970-08-19,49 Cathedral Close,Birmingham,B7 2WH
H0003544,2474.19,Rosalind,Sinclair,TE761920C,1973-10-01,186 Hollybank Avenue,Manchester,M10 7JE
H0003545,40.38,Priya,Gill,NA058131D,1940-08-15,112 Fenwick Street,Cardiff,CF14 7SL
H0003546,1406.89,Imogen,Mensah,JB054917B,1979-08-16,166 Granby Row,Newcastle upon Tyne,NE29 1AN
H0003547,2074.41,Aisha,Nowak,AP386639C,1994-03-04,227 Cathedral Close,Bristol,BS2 4XA
H0003548,2183.63,Quentin,Sinclair,AH092735B,1987-10-23,65 Eastgate,Nottingham,NG16 7DS
H0003549,671.65,Brian,Iqbal,NS822133D,2005-05-29,175 Bramley Road,Norwich,NR11 5RF
H0003550,1985.25,Imogen,Okonkwo,AH830664C,1946-05-13,197 Granby Row,Sheffield,S3 4LZ
H0003551,3022.59,Quentin,Xu,XN292343D,1941-06-07,51 Ivywood Crescent,Cardiff,CF16 8HR
H0003552,2533.25,Zainab,Whitfield,CC337717B,1949-10-30,189 Bramley Road,Cardiff,CF10 7WF
H0003553,1595.08,Grace,Doyle,PE252756A,1982-04-30,55 Granby Row,Cardiff,CF30 3AA
H0003554,2732.8,Aisha,Doyle,ER354309B,1958-12-31,72 Eastgate,Newcastle upon Tyne,NE25 8YG
H0003555,2809.85,Ualan,Ubadike,NN488655B,1980-05-27,97 Dovecote Lane,Sheffield,S2 6GU
H0003557,3773.55,Ualan,Vasquez,XA406405D,1967-04-21,136 Ivywood Crescent,Birmingham,B7 1GL
H0003558,19.46,Priya,Chowdhury,AP443757B,1982-12-14,217 Eastgate,Nottingham,NG19 7WP
H0003559,3353.18,Eleanor,Thackeray,EA672902D,1971-11-17,55 Dovecote Lane,Nottingham,NG14 1ZB
H0003560,6228.43,Farid,Abbott,BX053203D,1999-06-20,85 Alder Way,Glasgow,G12 2NS
H0003562,396.17,Verity,Okonkwo,GW241988D,1983-11-29,190 Cathedral Close,Newcastle upon Tyne,NE9 1QZ
H0003563,1722.07,Oluwaseun,Quinn,SM419003C,1969-08-30,130 Fenwick Street,Manchester,M30 1DD
H0003565,1678.2,William,Quinn,EL469557A,2005-05-13,102 Granby Row,Sheffield,S11 4PU
H0003566,4999.69,Verity,Yates,XM286255C,1990-01-13,75 Fenwick Street,Birmingham,B31 6FS
H0003567,2526.69,Dev,Mensah,EK371482A,1952-07-10,14 Dovecote Lane,Nottingham,NG21 8ZW
H0003568,2244.45,Lucy,Gill,HZ850661B,1952-08-25,141 Bramley Road,Newcastle upon Tyne,NE15 4HX
H0003570,2072.26,Kwame,Zielinski,MK671607A,1961-10-30,236 Granby Row,Newcastle upon Tyne,NE22 8DE
H0003571,1397.7,Eleanor,Zielinski,MT240807D,2005-01-23,119 Fenwick Street,Leeds,LS1 7HB
H0003572,1493.32,Aisha,Thackeray,XH795179B,,113 Bramley Road,Birmingham,B39 2SE
H0003573,875.6,Eleanor,Jenkins,NM885690C,1973-12-11,85 Alder Way,Sheffield,S39 8ZG
H0003574,743.34,William,Hargreaves,AZ831556B,1963-01-15,83 Cathedral Close,Nottingham,NG22 2NJ
H0003575,278.87,Mohammed,Vasquez,LW603353A,1960-03-02,234 Fenwick Street,Glasgow,G28 1YU
H0003576,2240.42,Mohammed,Gill,PE282711B,1986-06-14,31 Eastgate,Birmingham,B7 4XZ
H0003577,2600.94,Farid,Sinclair,YL754203B,1984-06-20,34 Alder Way,Newcastle upon Tyne,NE1 9RJ
H0003578,41.47,Rosalind,Lindqvist,JR544173A,1963-05-02,97 Fenwick Street,Birmingham,B31 7NQ
H0003579,33.46,Farid,Hargreaves,CZ283747A,1941-05-04,216 Eastgate,Leeds,LS11 8NH
H0003580,4509.39,Catherine,Lindqvist,CA073804D,1998-04-22,92 Eastgate,Birmingham,B16 2PP
H0003581,3446.96,Dev,Hargreaves,LC653498C,1959-02-19,53 Dovecote Lane,Glasgow,G19 7NJ
H0003582,202.31,Dev,Pemberton,BH234245B,2005-05-29,234 Dovecote Lane,Manchester,M39 4JF
H0003583,2893.9,Jaspreet,Sinclair,LK201014D,1975-11-27,132 Alder Way,Manchester,M9 8PH
H0003584,1891.03,Hamish,Kaur,LL229294C,1950-10-01,170 Fenwick Street,Leeds,LS8 1PY
H0003585,1304.46,Dev,Thackeray,WM786352D,1954-04-07,182 Eastgate,Sheffield,S39 2QS
H0003586,1225.44,Quentin,Pemberton,WM407910B,1997-08-03,195 Granby Row,Leeds,LS16 8DE
H0003587,899.48,Brian,Okonkwo,AB209562B,1990-09-13,48 Fenwick Street,Birmingham,B2 7UF
H0003588,4222.17,Sanjay,Thackeray,WW996963B,1962-04-01,10 Jubilee Terrace,Newcastle upon Tyne,NE17 1SD
H0003590,5053.67,Verity,Lindqvist,HZ135742B,1993-08-16,142 Granby Row,Bristol,BS10 3BQ
H0003591,1570.03,Quentin,Nowak,MH072764B,2002-11-22,239 Cathedral Close,Norwich,NR3 6QB
H0003592,3322.5,Aisha,Eriksson,ZE988986D,1982-03-23,16 Dovecote Lane,Cardiff,CF6 4YT
H0003593,4578.11,Niamh,Vasquez,MC643423A,1944-08-21,27 Dovecote Lane,Cardiff,CF38 2HW
H0003594,470.95,Brian,Thackeray,EC129118B,2000-01-25,78 Fenwick Street,Birmingham,B2 6WX
H0003595,1149.15,Sanjay,Gill,ET236452D,1977-05-04,31 Cathedral Close,Manchester,M17 1FP
H0003596,648.37,William,Lindqvist,TP438523D,1959-06-09,191 Dovecote Lane,Newcastle upon Tyne,NE24 3ZT
H0003598,3437.76,Aisha,Chowdhury,SE626067C,1956-04-17,177 Eastgate,Norwich,NR13 8PQ
H0003599,1656.69,Oluwaseun,Quinn,PR341053B,1953-01-30,225 Cathedral Close,Cardiff,CF37 8QA
H0003600,4854.59,Priya,Abbott,XA091012D,1954-12-18,226 Cathedral Close,Newcastle upon Tyne,NE13 6YG
H0003601,24.1,Oluwaseun,Quinn,WS396804A,2001-12-09,188 Dovecote Lane,Nottingham,NG35 7JR
H0003602,823.23,Aisha,Lindqvist,MB048465A,1959-01-05,89 Ivywood Crescent,Glasgow,G28 4ED
H0003603,3704.86,Farid,Chowdhury,CT050509A,2003-01-29,36 Ivywood Crescent,Nottingham,NG12 9RA
H0003604,468.29,Tara,Iqbal,PB114327D,1987-12-27,12 Granby Row,Manchester,M16 8UJ
H0003605,2197.17,Farid,Kaur,GY299310D,1997-04-24,113 Hollybank Avenue,Sheffield,S30 8WZ
H0003606,2599.31,Eleanor,Quinn,GR340542C,1978-11-25,205 Alder Way,Bristol,BS34 3YD
H0003607,984.75,Zainab,Fitzgerald,RL375657D,1979-08-17,31 Hollybank Avenue,Birmingham,B28 6RJ
H0003608,1700.58,Lucy,Kaur,NG218396C,1964-10-06,76 Cathedral Close,Newcastle upon Tyne,NE15 3RT
H0003609,327.08,William,Abbott,NH112818B,1954-02-19,42 Cathedral Close,Bristol,BS23 1QU
H0003610,3762.33,Aisha,Gill,PH096263B,1955-09-06,122 Jubilee Terrace,Cardiff,CF25 8AA
H0003611,708.49,Hamish,Bhatt,JA209084C,1987-09-27,97 Cathedral Close,Cardiff,CF15 7TE
H0003612,2932.6,Eleanor,Whitfield,TT868081A,1946-06-04,228 Granby Row,Cardiff,CF39 9YA
H0003613,385.77,Xiuying,Pemberton,ZH181323D,1981-11-29,107 Bramley Road,Glasgow,G40 1YQ
H0003614,460.84,Sanjay,Whitfield,GA312083D,1945-02-09,44 Eastgate,Leeds,LS1 9PS
H0003615,535.57,Eleanor,Iqbal,YN917465B,1946-09-17,181 Fenwick Street,Norwich,NR21 1NY
H0003616,764.3,Xiuying,Gill,LJ872825C,1970-08-05,29 Jubilee Terrace,Norwich,NR6 7DF
H0003617,507.31,Tara,Xu,XG741712D,1963-06-29,79 Jubilee Terrace,Sheffield,S8 1NL
H0003619,2853.71,Rosalind,Vasquez,GR237420D,1956-04-10,57 Dovecote Lane,Cardiff,CF12 5TP
H0003620,886.41,Brian,Nowak,YJ574929B,1961-08-18,231 Eastgate,Bristol,BS18 1BA
H0003621,283.11,Verity,Sinclair,HB561540D,1940-09-02,54 Eastgate,Manchester,M37 3PN
H0003622,404.41,Kwame,Yates,LM541892B,1974-09-03,63 Cathedral Close,Leeds,LS20 7HL
H0003623,810.19,Kwame,Gill,YY202701A,1995-03-09,36 Bramley Road,Newcastle upon Tyne,NE24 1YB
H0003624,3360.93,Ualan,Abbott,SA759413A,1954-01-05,186 Ivywood Crescent,Birmingham,B26 8FD
H0003626,768.16,Mohammed,Vasquez,OA583078A,1959-07-04,128 Bramley Road,Bristol,BS12 4GR
H0003627,1780.11,Priya,Lindqvist,NZ787626B,1961-08-03,235 Hollybank Avenue,Manchester,M39 3ZB
H0003629,2340.74,Niamh,Lindqvist,AH450350A,1957-06-02,153 Dovecote Lane,Glasgow,G19 4XA
H0003630,5351.69,Sanjay,Jenkins,NJ240301C,1995-10-20,103 Granby Row,Leeds,LS26 8WG
H0003631,391.6,Ualan,Okonkwo,LL464807B,1968-03-10,164 Granby Row,Newcastle upon Tyne,NE5 4QS
H0003632,5974.57,Eleanor,Okonkwo,WE785324A,1970-10-05,134 Dovecote Lane,Leeds,LS30 7RU
H0003633,650.17,Hamish,Fitzgerald,KT145591D,2003-09-17,111 Cathedral Close,Glasgow,G39 4UH
H0003634,53.76,Rosalind,Ubadike,MK055178C,1941-10-09,38 Eastgate,Manchester,M1 4FZ
H0003635,1064.92,Sanjay,Hargreaves,RT115783B,1980-08-13,199 Eastgate,Newcastle upon Tyne,NE30 4BQ
H0003636,880.66,Priya,Xu,OA851706C,1972-10-12,223 Dovecote Lane,Birmingham,B1 4QR
H0003637,1075.65,Farid,Nowak,MC396177A,1979-08-17,67 Hollybank Avenue,Leeds,LS37 2FN
H0003638,2804.47,Hamish,Jenkins,JC558919B,1959-04-24,169 Granby Row,Norwich,NR3 9BT
H0003639,2050.78,Kwame,Iqbal,WJ769930D,1945-10-10,210 Jubilee Terrace,Glasgow,G14 1HP
H0003640,327.7,Brian,Ubadike,GZ719688C,1980-12-29,151 Dovecote Lane,Newcastle upon Tyne,NE33 1GZ
H0003641,1059.41,Priya,Okonkwo,CA860478A,1987-02-14,225 Cathedral Close,Norwich,NR21 2DE
H0003643,2044.46,Xiuying,Ubadike,LP042823A,1988-05-04,155 Ivywood Crescent,Cardiff,CF40 7YX
H0003644,564.23,Mohammed,Bhatt,CZ996528B,1951-09-23,145 Alder Way,Newcastle upon Tyne,NE17 3SD
H0003645,3444.39,Quentin,Whitfield,NM126855D,2000-02-13,82 Cathedral Close,Sheffield,S5 6FW
H0003646,4308.96,Yusuf,Gill,GG033721A,1955-07-20,29 Hollybank Avenue,Sheffield,S19 9FB
H0003647,3562.92,Eleanor,Vasquez,HY210938D,1955-10-11,161 Jubilee Terrace,Cardiff,CF37 5BD
H0003648,1887.16,Verity,Hargreaves,OE319770D,1984-01-09,99 Jubilee Terrace,Leeds,LS31 2BT
H0003649,658.21,Sanjay,Doyle,YG150727C,1944-04-01,39 Bramley Road,Bristol,BS34 2JA
H0003650,1028.91,Jaspreet,Lindqvist,PP638643D,1956-12-22,88 Ivywood Crescent,Bristol,BS33 7SN
H0003651,1931.75,Dev,Iqbal,XP689160A,1988-06-29,232 Cathedral Close,Glasgow,G26 2ZN
H0003652,3439.39,Kwame,Doyle,XY509167C,1976-08-02,3 Eastgate,Cardiff,CF38 5SY
H0003653,2115.8,Imogen,Lindqvist,MM627632D,1970-08-18,77 Cathedral Close,Birmingham,B16 2AL
H0003655,2187.45,Quentin,Okonkwo,RN970191D,1977-06-21,53 Cathedral Close,Norwich,NR17 5ZJ
H0003656,7625.43,Eleanor,Sinclair,AY558256A,1955-10-22,60 Ivywood Crescent,Glasgow,G28 8QX
H0003657,3564.09,Farid,Yates,TT816778D,1975-09-13,61 Ivywood Crescent,Sheffield,S40 7PG
H0003658,2963.43,Quentin,Yates,AA754166C,1990-10-02,239 Jubilee Terrace,Bristol,BS6 9NT
H0003659,3154.34,William,Abbott,JX019378A,1976-02-13,,Birmingham,B25 9ED
H0003660,1480.07,Catherine,Whitfield,YW946090D,1962-05-21,2 Fenwick Street,Newcastle upon Tyne,NE17 3SA
H0003661,4371.22,Lucy,Chowdhury,KG044008D,1974-03-12,231 Cathedral Close,Glasgow,G25 2WT
H0003662,2956.64,Dev,Fitzgerald,MM483587A,1952-08-03,184 Dovecote Lane,Nottingham,NG3 3GF
H0003663,2.41,Ualan,Hargreaves,JH360452A,1951-03-18,44 Alder Way,Nottingham,NG3 1QZ
H0003665,2395.46,Sanjay,Eriksson,SP238851C,1980-02-28,46 Fenwick Street,Cardiff,CF18 3NL
H0003667,25.18,Zainab,Jenkins,ZX449250B,1988-10-04,35 Fenwick Street,Birmingham,B28 9FD
H0003668,6410.12,Rosalind,Yates,ZB017737A,2000-10-04,138 Jubilee Terrace,Manchester,M27 3ZE
H0003669,2609.29,Jaspreet,Eriksson,AJ840927B,1986-05-06,94 Jubilee Terrace,Bristol,BS26 1AE
